Game_Name,Game_Author,Game_Price,Game_Genre,Game_Rating,Game_URL
SWORDFISH,Haunt Pun,N/A,Action,4.46 average rating from 24 total ratings,https://hauntpun.itch.io/swordfish
Flip Knight,st33d,N/A,Platformer,4.46 average rating from 24 total ratings,https://st33d.itch.io/flip-knight
Here Comes The Bride,Paul Nicholas (Liquidream),N/A,Fighting,4.38 average rating from 34 total ratings,https://liquidream.itch.io/here-comes-the-bride
ORUL,egordorichev,N/A,Platformer,4.53 average rating from 17 total ratings,https://egordorichev.itch.io/orul
Sarah and the Lonely Key,tesselode,N/A,Puzzle,4.53 average rating from 17 total ratings,https://tesselode.itch.io/lonely-key
Demon Attack,pahammond,N/A,N/A,4.64 average rating from 11 total ratings,https://pahammond.itch.io/demon-attack
Aurora Railway,Jusiv,N/A,Interactive Fiction,4.64 average rating from 11 total ratings,https://jusiv.itch.io/aurora-railway
Cat Nap,molly-cactus,N/A,N/A,4.64 average rating from 11 total ratings,https://molly-cactus.itch.io/cat-nap
Trying My Best Is Very Hard,Darenn Keller,$1,N/A,4.64 average rating from 11 total ratings,https://darenn.itch.io/trying-my-best-is-very-hard
TORRE TACTICS,CalixJumio,$5,Strategy,4.44 average rating from 25 total ratings,https://calixjumio.itch.io/torre
Seaweed (Rainbow Jam 20),DragonXVI,N/A,Adventure,4.57 average rating from 14 total ratings,https://dragonxvi.itch.io/seaweed-rainbow-jam-20
Gun Slime,HarFrog,N/A,Platformer,4.57 average rating from 14 total ratings,https://harfrog.itch.io/gun-slime
Under Construction,eevee,N/A,Platformer,4.42 average rating from 26 total ratings,https://eevee.itch.io/under-construction
Curse of the Arrow,egordorichev,N/A,Platformer,4.42 average rating from 26 total ratings,https://egordorichev.itch.io/curse-of-the-arrow
Mot's Grand Prix,Tom Mulgrew,N/A,Racing,4.50 average rating from 18 total ratings,https://tommulgrew.itch.io/mots-grand-prix
Christmas In The Coral Caves,kittenm4ster,N/A,Adventure,4.50 average rating from 18 total ratings,https://kittenm4ster.itch.io/christmas-in-the-coral-caves
Get in Santa's Pants,Louistrations,N/A,Adventure,4.38 average rating from 32 total ratings,https://louistrations.itch.io/santas-pants
Cheshire in a Chatroom,arkicade,N/A,Simulation,4.33 average rating from 39 total ratings,https://arkicade.itch.io/cheshire-in-a-chatroom
Skyrogue (7DRL 2019),DragonXVI,N/A,Puzzle,4.53 average rating from 15 total ratings,https://dragonxvi.itch.io/skyrogue
Skyrogue (7DRL 2019),DragonXVI,N/A,Puzzle,4.53 average rating from 15 total ratings,https://dragonxvi.itch.io/skyrogue
MICRO MURDER: But It's Robots So It's OK,Tic Tac Toad,N/A,Strategy,4.53 average rating from 15 total ratings,https://tictactoad.itch.io/micro-murder
Valdi: Shadows,Beep Yeah!,$1.99,Puzzle,4.47 average rating from 19 total ratings,https://beepyeah.itch.io/valdi-shadows
Very Normal Shooter,Robin Six,N/A,Shooter,4.47 average rating from 19 total ratings,https://sixrobin.itch.io/verynormalshooter
Tonari no Totoro - Fan Game,johan Aronson,N/A,N/A,4.47 average rating from 19 total ratings,https://johan-aronson.itch.io/tonari-no-totoro-fan-game
SUPER FUNKY BALL!,Craig Tinney,N/A,Action,4.58 average rating from 12 total ratings,https://ctinney94.itch.io/super-funky-ball
Web Pilot,tesselode,N/A,Action,4.58 average rating from 12 total ratings,https://tesselode.itch.io/web-pilot
PICO-CRATE,Harmony Honey,N/A,Platformer,4.58 average rating from 12 total ratings,https://harmonyhoney.itch.io/pico-crate
Witchbeat (LDJam 41),DragonXVI,N/A,Rhythm,4.50 average rating from 16 total ratings,https://dragonxvi.itch.io/witchbeat-ldjam-41
Quest for the Book of Truth,Mush,N/A,Adventure,4.50 average rating from 16 total ratings,https://mush101.itch.io/quest-for-the-book-of-truth
String Quest,PolyMars,N/A,Adventure,4.43 average rating from 21 total ratings,https://polymars.itch.io/string-quest
snackzzle,egordorichev,N/A,Puzzle,4.43 average rating from 21 total ratings,https://egordorichev.itch.io/snackzzle
Sushi Belt,Munro,N/A,Simulation,4.54 average rating from 13 total ratings,https://munro.itch.io/sushi-belt
Super Mario Bros. Demake,sascha217,N/A,Platformer,4.37 average rating from 27 total ratings,https://sascha217.itch.io/smb
Just Push the Button,ElGregos,N/A,Puzzle,4.47 average rating from 17 total ratings,https://elgregos.itch.io/just-push-the-button
Dungeon of Numenas,Amegpo,N/A,Platformer,4.60 average rating from 10 total ratings,https://amegpo.itch.io/dungeon-of-numenas
Teeny Tiny Tarot,Rose,N/A,Card Game,4.60 average rating from 10 total ratings,https://modernmodron.itch.io/teeny-tiny-tarot
Invader Overload,Brian Vaughn / MorningToast,N/A,Shooter,4.60 average rating from 10 total ratings,https://morningtoast.itch.io/invader-overload
AGAB [Prototype],ayla~nonsense,N/A,Platformer,4.60 average rating from 10 total ratings,https://aylanonsense.itch.io/agab
Lemonhunter,blizzz,N/A,Platformer,4.60 average rating from 10 total ratings,https://blizzz.itch.io/lemonhunter
balloonboy-500,pancelor,N/A,Action,4.78 average rating from 9 total ratings,https://pancelor.itch.io/balloonboy-500
Terry The Skeleton,Ahmed Khalifa (Amidos),N/A,Action,4.78 average rating from 9 total ratings,https://amidos2006.itch.io/terry-the-skeleton
Dungeon Witches,1oogames,$2.50,Role Playing,4.50 average rating from 14 total ratings,https://1oogames.itch.io/dungeon-witches
PERISHER,Daniel Linssen,N/A,Platformer,4.20 average rating from 60 total ratings,https://managore.itch.io/perisher
Ringo for Pico-8,m7kenji,N/A,N/A,5.00 average rating from 8 total ratings,https://m7kenji.itch.io/ringo
fireworks in my mind.,deimos,N/A,N/A,5.00 average rating from 8 total ratings,https://deimosly.itch.io/fireworks
Atlantis no Puzzle,pancelor,N/A,Puzzle,5.00 average rating from 8 total ratings,https://pancelor.itch.io/atlantis-no-puzzle
RogueRis,elneil,N/A,Action,5.00 average rating from 8 total ratings,https://elneil.itch.io/rogueris
the tower,tallywinkle,N/A,Adventure,4.24 average rating from 45 total ratings,https://tallywinkle.itch.io/the-tower
Dami & Flo,NuSan,N/A,Puzzle,4.47 average rating from 15 total ratings,https://nusan.itch.io/dami-and-flo
Toastling,rare,N/A,Platformer,4.47 average rating from 15 total ratings,https://rarelikeaunicorn.itch.io/toastling
Touhou ~ Unmei no Hoshi ~ / 東方運命の星,chronoDave,N/A,N/A,4.29 average rating from 35 total ratings,https://chrono-dave.itch.io/unh
Corrupted Space,egordorichev,N/A,Platformer,4.38 average rating from 21 total ratings,https://egordorichev.itch.io/corrupted-space
MATCH3+CONNECT4,Sean,N/A,Strategy,4.44 average rating from 16 total ratings,https://seansleblanc.itch.io/match3connect4
you are the coin master,Sean,N/A,Platformer,4.44 average rating from 16 total ratings,https://seansleblanc.itch.io/you-are-the-coin-master
"Hook, Line and Thinker",RhythmLynx,N/A,Puzzle,4.36 average rating from 22 total ratings,https://rhythmlynx.itch.io/hook-line-and-thinker
Bathos,Johan Peitz,N/A,Puzzle,4.29 average rating from 31 total ratings,https://johanpeitz.itch.io/bathos
BEARRL,ZappedCow,N/A,Survival,4.41 average rating from 17 total ratings,https://zappedcow.itch.io/bearrl
B.O.D.A. — Send the Plant Home,Wei-Fan Chen,N/A,Puzzle,4.39 average rating from 18 total ratings,https://weifanchen.itch.io/boda
Sally Neptune vs. The Monocronies,Paloblancogames,N/A,Action,4.46 average rating from 13 total ratings,https://paloblancogames.itch.io/sally-neptune
Tomato Worm,GuerraGames,N/A,Puzzle,4.46 average rating from 13 total ratings,https://guerragames.itch.io/tomatoworm
Reunited,rare,N/A,Puzzle,4.31 average rating from 26 total ratings,https://rarelikeaunicorn.itch.io/reunited
Get in Santa's Pants 2,Louistrations,N/A,Adventure,4.30 average rating from 27 total ratings,https://louistrations.itch.io/santas-pants2
#hasicontent,Lu_Bu,N/A,N/A,4.08 average rating from 88 total ratings,https://lu-bu.itch.io/hasicontent
Jack of Spades,BoneVolt,N/A,Role Playing,4.50 average rating from 10 total ratings,https://bonevolt.itch.io/jackofspades
Isaac's Descent,eevee,N/A,Platformer,4.50 average rating from 10 total ratings,https://eevee.itch.io/isaacs-descent
Midnight 24,BoneVolt,N/A,Role Playing,4.50 average rating from 10 total ratings,https://bonevolt.itch.io/midnight-24
IceCream Van,PlayMedusa,N/A,Action,4.50 average rating from 10 total ratings,https://playmedusa.itch.io/icecream-van
Wave Race Legend,Matt Hughson (NES Dev),N/A,Action,4.40 average rating from 15 total ratings,https://mhughson.itch.io/wave-race-legend
Time's Race Against Time,LydianChord,N/A,Action,4.40 average rating from 15 total ratings,https://lydianchord.itch.io/times-race-against-time
mine1k,pancelor,N/A,Puzzle,4.67 average rating from 9 total ratings,https://pancelor.itch.io/mine1k
Pico Froggo: Hop Across The Seasons,SmellyFrog,N/A,Platformer,4.67 average rating from 9 total ratings,https://smellyfrog.itch.io/pico-froggo-hop-across-the-seasons
Turtle Tailgate,Prof. Patonildo,N/A,Action,4.67 average rating from 9 total ratings,https://profpatonildo.itch.io/turtle-tailgate
CHOMP,Rémy 🍬 Devaux,N/A,Action,4.45 average rating from 11 total ratings,https://trasevol-dog.itch.io/chomp
MR. BLAST,Beep Yeah!,$3.99,Platformer,4.88 average rating from 8 total ratings,https://beepyeah.itch.io/mr-blast
Hyperspace Services,The Cunning Folk,N/A,N/A,4.88 average rating from 8 total ratings,https://thecunningfolk.itch.io/hyperspace-services
Alex Kidd in Pico World,Domarius Games,N/A,Platformer,4.88 average rating from 8 total ratings,https://domarius-games.itch.io/alex-kidd-in-pico-world
Chewing Boy,HikoKyoujurou,N/A,Platformer,4.88 average rating from 8 total ratings,https://hikokyoujurou.itch.io/chewingboy
Mea's Castle,Astorek86,N/A,Platformer,4.88 average rating from 8 total ratings,https://astorek86.itch.io/meas-castle
Stories at the dawn,YellowAfterlife,N/A,Platformer,4.23 average rating from 30 total ratings,https://yellowafterlife.itch.io/stories-at-the-dawn
Explorers (Deluxe Edition 🗿),Rémy 🍬 Devaux,$5,Adventure,4.21 average rating from 33 total ratings,https://trasevol-dog.itch.io/explorers
Pico Space Program,nothke,N/A,N/A,4.32 average rating from 19 total ratings,https://nothke.itch.io/pico-space-program
schildm8 - PICO8 shmup gamejam,AlterHowdegen,N/A,Shooter,4.42 average rating from 12 total ratings,https://alterhowdegen.itch.io/schildm8
Rythm is Lava,egordorichev,N/A,Puzzle,4.38 average rating from 13 total ratings,https://egordorichev.itch.io/rythm-is-lava
Marshmallow Infinity,Pixel Shock,N/A,Platformer,4.36 average rating from 14 total ratings,https://pixelshock.itch.io/marshmallowinfinity
Cold Coffee in 10 ...,Elastiskalinjen,N/A,Puzzle,4.36 average rating from 14 total ratings,https://elastiskalinjen.itch.io/cold-coffee-in-10
The Fish and the Furious,relsqui,N/A,Racing,4.22 average rating from 27 total ratings,https://relsqui.itch.io/the-fish-and-the-furious
The Serpent's Shadow,NuSan,N/A,Puzzle,4.31 average rating from 16 total ratings,https://nusan.itch.io/the-serpents-shadow
Charge!,Hyperlink Your Heart,N/A,Action,4.31 average rating from 16 total ratings,https://hyperlinkyourheart.itch.io/charge-pico-8
Scrap Kings,9joao6,N/A,Action,4.31 average rating from 16 total ratings,https://9joao6.itch.io/scrap-kings
Planet generator,egordorichev,N/A,N/A,4.28 average rating from 18 total ratings,https://egordorichev.itch.io/planet-generator
Talos Descent,Matt Hughson (NES Dev),N/A,Action,4.28 average rating from 18 total ratings,https://mhughson.itch.io/talos-descent
Cardinal Gun Prospector,st33d,N/A,Adventure,4.40 average rating from 10 total ratings,https://st33d.itch.io/cgp
Where's my computer gone?,Grey Alien Games,N/A,Platformer,4.40 average rating from 10 total ratings,https://greyaliengames.itch.io/wheres-my-computer-gone
Pixel Session Vol.1,Rémy 🍬 Devaux,$3,Action,4.19 average rating from 27 total ratings,https://trasevol-dog.itch.io/pixel-session-vol1
Alien Harvest,Brian Vaughn / MorningToast,N/A,Adventure,4.36 average rating from 11 total ratings,https://morningtoast.itch.io/alien-harvest
Mushroom Délicieux,Rémy 🍬 Devaux,N/A,Action,4.36 average rating from 11 total ratings,https://trasevol-dog.itch.io/mushroom-dlicieux
the Doctor CAT,CalixJumio,$3,Puzzle,4.56 average rating from 9 total ratings,https://calixjumio.itch.io/cat-doctor
Frog Life,Mopi,N/A,Simulation,4.56 average rating from 9 total ratings,https://mopifish.itch.io/frog-life
SpaceBloop,Anto80,N/A,Shooter,4.56 average rating from 9 total ratings,https://anto80.itch.io/spacebloop
Dragondell,relsqui,N/A,Adventure,4.56 average rating from 9 total ratings,https://relsqui.itch.io/dragondell
Juggle Panic,ayla~nonsense,N/A,N/A,4.56 average rating from 9 total ratings,https://aylanonsense.itch.io/juggle-panic
Ninjoe In The Dragon's Lair,Pixel Shock,N/A,Platformer,4.56 average rating from 9 total ratings,https://pixelshock.itch.io/ninjoe-in-the-dragons-lair
Pico Piñata,Fáyer🔥,N/A,Action,4.56 average rating from 9 total ratings,https://fayer.itch.io/pico-pinata
Retrocat save the old!,shinpansen,N/A,N/A,4.56 average rating from 9 total ratings,https://shinpansen.itch.io/retrocat-save-the-old
Antiban,egordorichev,N/A,Puzzle,4.56 average rating from 9 total ratings,https://egordorichev.itch.io/antiban
Worm Nom Nom,Tic Tac Toad,N/A,Action,4.33 average rating from 12 total ratings,https://tictactoad.itch.io/worm-nom-nom
Super Mumtaz Bros.,Extar,$3,Platformer,4.33 average rating from 12 total ratings,https://extar.itch.io/super-mumtaz-brothers
Arrow Run,guimm,N/A,Platformer,4.75 average rating from 8 total ratings,https://guimm.itch.io/arrowrun
CrossGunr: Infinite,Aktane,N/A,Shooter,4.75 average rating from 8 total ratings,https://aktanedev.itch.io/crossgunr-infinite
Furret Walks Up An Escalator Until As Long As You Want,brook.p8,N/A,Sports,4.75 average rating from 8 total ratings,https://gamedevbrook.itch.io/furret-walks-up-an-escalator
Flip The Page,galactical,N/A,Puzzle,4.75 average rating from 8 total ratings,https://galactical.itch.io/flip-the-page
Picofender,protonperson,N/A,Action,4.75 average rating from 8 total ratings,https://protonperson.itch.io/picofender
Rampaging,PlayMedusa,$2,Action,4.75 average rating from 8 total ratings,https://playmedusa.itch.io/rampaging
Rain Culture,NuSan,N/A,Puzzle,4.75 average rating from 8 total ratings,https://nusan.itch.io/rain-culture
Breakolf,Elastiskalinjen,2€,Puzzle,4.75 average rating from 8 total ratings,https://elastiskalinjen.itch.io/breakolf
Friendly Dungeon,GuerraGames,N/A,Survival,4.27 average rating from 15 total ratings,https://guerragames.itch.io/friendlydungeon
Astropocalypse,picoter8,N/A,Action,4.27 average rating from 15 total ratings,https://picoter8.itch.io/astropocalypse
World's Hardest 15-Puzzle,ElGregos,N/A,Puzzle,5.00 average rating from 7 total ratings,https://elgregos.itch.io/worlds-hardest-15-puzzle
Downstream Dream,ridgek,$2.99,Action,5.00 average rating from 7 total ratings,https://ridgek.itch.io/downstream-dream
Don't Play - Not a Game,quickermcwild,N/A,Survival,5.00 average rating from 7 total ratings,https://quickermcwild.itch.io/dont-play-not-a-game
Harvest Tataki - Whac-a-carrot,Claus,N/A,Action,5.00 average rating from 7 total ratings,https://caranha.itch.io/harvesttataki
Nono 1k,NuSan,N/A,Puzzle,5.00 average rating from 7 total ratings,https://nusan.itch.io/nono-1k
Celeste Factory,WuffMakesGames,N/A,Platformer,5.00 average rating from 7 total ratings,https://wuffmakesgames.itch.io/celeste-factory
Polyverse,Isaac Games,N/A,Platformer,4.25 average rating from 16 total ratings,https://isaacgames.itch.io/polyverse
Pongeon,Elastiskalinjen,3€,Puzzle,4.15 average rating from 26 total ratings,https://elastiskalinjen.itch.io/pongeon
One Button Duel,Sean,N/A,Action,4.21 average rating from 19 total ratings,https://seansleblanc.itch.io/one-button-duel
RGB Zero,BoneVolt,N/A,Puzzle,4.11 average rating from 27 total ratings,https://bonevolt.itch.io/rgbzero
Stick: Platformer Prototype,ElectricLemon,N/A,Platformer,4.30 average rating from 10 total ratings,https://electriclemon.itch.io/stick
Celeste X,Meep,N/A,Platformer,4.13 average rating from 23 total ratings,https://meepmoop.itch.io/celestex
Spider-Bat: Horticultural Hero,kittenm4ster,N/A,Platformer,4.27 average rating from 11 total ratings,https://kittenm4ster.itch.io/spider-bat-horticultural-hero
Running off the Rails,Mush,N/A,Puzzle,4.25 average rating from 12 total ratings,https://mush101.itch.io/running-off-the-rails
Hydra,Alien Bug,N/A,Adventure,4.19 average rating from 16 total ratings,https://alienbug.itch.io/hydra
Warwind,LouieChapm,$2,Adventure,4.21 average rating from 14 total ratings,https://louiechapm.itch.io/warwind
Froggi,Sophie Houlden,N/A,Survival,4.21 average rating from 14 total ratings,https://sophieh.itch.io/froggi
Darkest Moon,Jesse Millar,N/A,Survival,4.07 average rating from 30 total ratings,https://jessemillar.itch.io/darkest-moon
Sheepdog Journey,Benjamin Soulé,N/A,Action,4.63 average rating from 8 total ratings,https://benjamin-soul.itch.io/sheepdog-journey
Forever Lost In The Never Ending Museum Of Still Life,Julien Lallevé,N/A,Adventure,4.63 average rating from 8 total ratings,https://jlalleve.itch.io/forever-lost-in-the-never-ending-museum-of-still-life
Snackzzle 2,egordorichev,N/A,Puzzle,4.63 average rating from 8 total ratings,https://egordorichev.itch.io/snackzzle-2
And All Is Well,Rémy 🍬 Devaux,N/A,N/A,4.63 average rating from 8 total ratings,https://trasevol-dog.itch.io/and-all-is-well
